Title,Abstract,Authors,DOI,DOI link,Venue,Citation count,Year,Consciousness Research Context,"Reasoning for ""Consciousness Research Context""",Eligible Study Type,"Reasoning for ""Eligible Study Type""",Empirical Neural Data Application,"Reasoning for ""Empirical Neural Data Application""",Quantitative Complexity-Family Measures Applied,"Reasoning for ""Quantitative Complexity-Family Measures Applied""",Screening judgement,"Reasoning for ""Screening judgement""",Excluded by strict criterion,Exclusion reason,Screening score
Awareness- and Arousal-specific Brain Analysis Predicts Spinal Cord Stimulation Effectiveness in Disorders of Consciousness.,"Spinal cord stimulation (SCS) is an advanced treatment for disorders of consciousness (DoC), but its success rate varies between 30 and 60%, and consciousness-related biomarkers are urgently needed for SCS assessment and optimization. This paper proposes an awareness- and arousal-specific brain analysis (AAA) method to encode these two consciousness dimensions and construct consciousness-related features to predict SCS outcomes of DoC patients. Firstly, electroencephalo gram (EEG) brain signals were collected from twenty-eight DoC patients during SCS treatment. Then, dynamic brain networks are formulated based on sliding-window correlation analysis of weighted phase lag index. Afterwards, a hierarchical network decomposition algorithm was developed to resolve the dynamic networks into consciousness related networks by elaborating data-driven optimization of non-negative matrix factorization and consciousness related variability. Further, consciousness features are designed to quantify the activation, interaction, and stability of awareness- and arousal-specific networks, and a support vector machine is trained for classification of SCS treatment effectiveness. Clinical results showed that our method achieved an overall prediction accuracy of 88%, which is significantly better than clinical accuracy of 50% by doctors. Moreover, our method outperformed existing EEG-based approaches in both prediction accuracy and pathology interpretability. The proposed awareness- and arousal-specific brain analysis method establishes a pivotal framework for precise and reliable SCS treatment of DoC.","Lu J, Ge Q, Liu Y, He J, Han J, Yu N",,,IEEE journal of biomedical and health informatics,,2026,yes,"The paper directly investigates disorders of consciousness (DoC) and explicitly focuses on consciousness-related biomarkers. It specifically analyzes awareness and arousal dimensions of consciousness, which are core aspects of conscious states. The study is clearly situated within consciousness research.",yes,This is clearly an empirical research article with original data collection and analysis. The study includes 28 DoC patients and presents quantitative results with specific accuracy metrics (88% prediction accuracy).,yes,"The study explicitly uses EEG data from patients, which is a primary neural recording method. They analyze brain signals using phase lag index and develop dynamic brain networks from this data.",yes,"The paper applies multiple complexity-family measures, including weighted phase lag index (wPLI) for network analysis, dynamic brain network analysis, non-negative matrix factorization, network decomposition algorithms, and quantification of network activation, interaction, and stability. The paper not only applies these measures but does so as a primary analysis to understand consciousness-related features and predict treatment outcomes.",Include,"This empirical research article comprehensively investigates disorders of consciousness using EEG data, applying sophisticated neural network analysis techniques to quantify awareness and arousal dimensions. The study meets all screening criteria by presenting original research with quantitative complexity measures, analyzing empirical neural data, and directly addressing consciousness research through a novel methodological framework. Its rigorous approach to understanding consciousness-related biomarkers demonstrates a high-quality scientific investigation.",,,4.9
Microvascular decompression in the treatment of trigeminal neuralgia caused by vertebrobasilar ectasia.,"BACKGROUND: Vertebrobasilar ectasia (VBE) is a rare cause of trigeminal neuralgia (TN). It occurs in about 2% of all patients. OBJECTIVE: This study reviewed the clinical features, radiological concomitants, and surgical findings of VBE and evaluate the microsurgical decompression procedure as a surgical line of treatment of the associated TN. METHODS: Ten patients with TN caused by VBE and treated by microvascular decompression are the subject of this study. The study consisted of 6 men and 4 women with a mean age of 54 years. The mean duration of symptoms was 4.5 years. TN was the only symptom in 6 patients; it was associated with hemifacial spasm in 4. Arterial hypertension was present in 6 patients. Multiplanar high-resolution magnetic resonance imaging showed the accurate location and course of the ectatic vessel. Magnetic resonance angiography and digital subtraction angiography confirmed the diagnosis. Surgery demonstrated fifth nerve compression by an ectatic and tortuous vertebrobasilar artery in all cases and seventh nerve compression in 4 cases. Teflon felt was placed between the ectatic artery and compressed nerves. RESULTS: There was complete resolution of TN in 8 patients (80%) and hemifacial spasm in 3 (75%) without medication. Four of 6 hypertensive patients (66.7%) achieved normotension without medication. There was no recurrence of symptoms in the mean follow-up period of 7.8 years. CONCLUSION: Microvascular decompression is recommended for the treatment of TN caused by VBE if medical treatment has failed, if the patient is suitable for general anesthesia, and if there is evidence of vascular compression of the trigeminal nerve on magnetic resonance imaging.",El-Ghandour NM,,,Neurosurgery,,2010,no,"The paper does not investigate consciousness, states of consciousness, or transitions between conscious states. It is a clinical study focused on surgical treatment of a specific neurological condition, and does not explicitly interpret findings in relation to consciousness or neural signatures/mechanisms of consciousness.",yes,"The paper is an empirical research article reporting on a clinical case series of 10 patients, which meets the criterion for an eligible study type.",no,"While the study uses imaging techniques (MRI, MRA, DSA), these are used for anatomical visualization and diagnosis rather than analyzing neural activity or function. There is no analysis of neural recordings or functional brain data.",no,"The study does not apply any complexity-family measures. The analysis is purely clinical and anatomical, focusing on surgical outcomes and diagnostic imaging findings, without any mention of complexity measures or neural signal analysis.",Exclude,"This clinical study on vertebrobasilar ectasia fails to meet key screening criteria related to consciousness research, lacking investigation of conscious states, neural complexity measures, or empirical neural data analysis. While the paper represents an empirical research article, its focus on surgical treatment and diagnostic imaging does not align with the systematic review's requirements for consciousness and neural complexity research.",,Other / below screening threshold,0.1
Cell-Type Specific Burst Firing Interacts with Theta and Beta Activity in Prefrontal Cortex During Attention States.,"Population-level theta and beta band activity in anterior cingulate and prefrontal cortices (ACC/PFC) are prominent signatures of self-controlled, adaptive behaviors. But how these rhythmic activities are linked to cell-type specific activity has remained unclear. Here, we suggest such a cell-to-systems level linkage. We found that the rate of burst spiking events is enhanced particularly during attention states and that attention-specific burst spikes have a unique temporal relationship to local theta and beta band population-level activities. For the 5-10 Hz theta frequency range, bursts coincided with transient increases of local theta power relative to nonbursts, particularly for bursts of putative interneurons. For the 16-30 Hz beta frequency, bursts of putative interneurons phase synchronized stronger than nonbursts, and were associated with larger beta power modulation. In contrast, burst of putative pyramidal cells showed similar beta power modulation as nonbursts, but were accompanied by stronger beta power only when they occurred early in the beta cycle. These findings suggest that in the ACC/PFC during attention states, mechanisms underlying burst firing are intimately linked to narrow band population-level activities, providing a cell-type specific window into rhythmic inhibitory gating and the emergence of rhythmically coherent network states during goal directed behavior.","Voloh B, Womelsdorf T",,,"Cerebral cortex (New York, N.Y. : 1991)",,2018,maybe,"The paper investigates neural mechanisms during attention states, which is related to consciousness but not explicitly focused on consciousness itself. While attention is a fundamental aspect of conscious processing, the paper appears to focus more on the neural mechanisms of attention rather than consciousness per se. The findings are not explicitly interpreted in relation to consciousness or its neural signatures.",yes,"This appears to be an empirical research article with original experimental data and analysis. The abstract describes specific findings from neural recordings and their analysis, indicating this is a primary research paper rather than a commentary or theoretical piece.",yes,"The study clearly analyzes empirical neural data, specifically examining population-level theta and beta band activity in anterior cingulate and prefrontal cortices (ACC/PFC). They analyze both population-level activity and single-unit recordings (burst spiking events).",maybe,"While the study analyzes neural data quantitatively, it's not clear from the abstract whether it specifically applies complexity-family measures as defined in the criteria. The analysis appears to focus on phase synchronization, power modulation, and temporal relationships between bursts and oscillatory activity, but doesn't explicitly mention entropy, information theory measures, or other specified complexity measures.",Include,"The study presents an empirical neural research paper analyzing population-level and single-unit neural activity during attention states, with strong evidence of neural data application. While the research touches on mechanisms potentially related to conscious processing, it does not explicitly frame findings in consciousness research terms, and the application of complexity-family measures remains unclear from the abstract.",,,3.2
The Suspected Cauda Equina Syndrome Score (SuCESS) : development and validation of a clinical triage tool.,"AIMS: Cauda equina syndrome (CES) is a rare but critical spinal emergency. However, over 80% of urgent MRIs for suspected CES show no cauda equina compression. This diagnostic uncertainty places strain on imaging services and delays care. We aimed to develop and validate a clinical triage tool, the Suspected Cauda Equina Syndrome Score (SuCESS), to safely exclude CES and improve the accuracy of triage. METHODS: We retrospectively developed the SuCESS score using the records of 259 patients who had been referred to a UK tertiary spinal unit between 2016 and 2018. Six clinical variables - saddle anaesthesia, reduced perianal sensation, motor weakness, bilateral sciatica, bladder post-void residual volume (PVR), and urethral catheterization - were identified using multivariable logistic regression, random forest, and XGBoost, and combined into an eight-point scoring system. Penalized regression was applied to minimize overfitting. External validation was undertaken using two temporally independent cohorts from 2020 and 2023 (n = 444). Primary outcomes were sensitivity and negative predictive value (NPV) for surgically confirmed CES. Model performance was assessed using area under the curve (AUC), Brier scores, calibration plots, and decision curve analysis. RESULTS: At a threshold of ≥ 3.0, SuCESS achieved 100% sensitivity and 100% negative predictive value across all cohorts, correctly identifying all 64 cases of confirmed CES. Specificity increased from 37% in the development cohort to 54% after validation. AUC improved from 0.70 to 0.85, and Brier scores improved from 0.26 to 0.13. Use of the score might have safely deferred 38.7% of urgent MRIs, based solely on bedside clinical data. CONCLUSION: SuCESS is the first validated triage tool for CES to show perfect sensitivity. It offers a pragmatic and safe framework for reducing unnecessary MRI requests and for improving diagnostic accuracy in urgent spinal referrals.","Najjar E, Khan S, Masarwa R, Grevitt MP",,,The bone & joint journal,,2026,no,"The paper does not investigate consciousness, states of consciousness, or transitions between conscious states. It focuses on a specific neurological condition (cauda equina syndrome) and does not explicitly interpret findings in relation to consciousness or neural mechanisms of consciousness.",yes,"The paper is an empirical research article that develops and validates a clinical scoring system, including both development and validation cohorts with clear empirical results.",no,"The study does not analyze neural data in the sense specified by the criteria. While it involves neurological assessment (sensory and motor function), it does not use any of the specified neural recording methods (EEG, MEG, fMRI, etc.). The data collected is clinical rather than neural physiological data.",no,"The study uses statistical methods (logistic regression, random forest, XGBoost) and validation metrics (AUC, Brier scores), but these are not complexity-family measures as specified in the criteria. There is no application of entropy measures, information theory metrics, or other complexity measures mentioned in the criteria.",Exclude,"This clinical study on cauda equina syndrome fails to meet key screening criteria related to consciousness research, neural data analysis, and complexity-family measures. While an empirical research article, the paper does not investigate consciousness states, analyze neural physiological data, or apply specified complexity metrics. The research is fundamentally a clinical diagnostic tool development study outside the systematic review's targeted scope.",,Other / below screening threshold,0.1
Topological Reorganization and Resting-State Functional Connectivity in Functional Dyspepsia: Associations of Symptoms with Peripheral Cytokine Levels and Amygdala Nodal Centrality.,"Functional dyspepsia (FD) is a symptom-based disorder of gut-brain interactions, causing epigastric pain or discomfort, with immune activation presumed to play a key role. Peripheral cytokines contribute to hyperalgesia and are thought to be related to the severity of FD symptoms, while brain functional networks are also involved in these symptoms, although the mechanisms underlying these relationships remain unclear. This study aims to investigate the topological reorganization of brain functional networks in FD and their associations with peripheral cytokines, FD symptoms, anxiety, and depression. Resting-state functional magnetic resonance imaging was conducted on 40 FD patients and 40 healthy controls, assessing topological changes using small-world properties, network efficiency, nodal centrality, and whole-brain functional connectivity. FD patients had higher anxiety and depression scores than healthy controls, along with greater global efficiency, local efficiency, and clustering coefficient. They also had higher nodal centralities in the salience network (SN) and prefrontal cortex, but lower nodal centralities in the default mode network (DMN). Specifically, the nodal local efficiency of the right amygdala correlated with clinical symptom scores in FD. Whole-brain functional disconnection was found in the DMN, SN and sensorimotor network (SMN). FD patients also exhibited higher peripheral cytokines, particularly tumor necrosis factor-α (TNF-α) and interleukin-10 (IL-10), which were positively correlated with gastrointestinal symptoms. In conclusion, FD patients showed significant topological reorganization in the DMN, SN, and SMN. Furthermore, the right amygdala's nodal local efficiency was correlated with clinical symptom severity, and elevated TNF-α and IL-10 levels were associated with gastrointestinal symptom severity in FD.","Chi J, Zhang C, He Y, Lu Y, Yao X, Jin Y, Ding N, Ji Y, Hu C",,,Molecular neurobiology,,2025,no,"The paper does not explicitly investigate consciousness or states of consciousness. While it studies brain functional networks and their relationship to symptoms, these are not directly related to consciousness mechanisms or states. The focus is on functional dyspepsia and its relationship to brain networks and cytokines, and the study does not interpret findings in relation to consciousness or its neural signatures.",yes,"The paper is clearly an empirical research article with original data collection and analysis. It includes 40 FD patients and 40 healthy controls, with clear methodology and results.",yes,"The study uses resting-state functional magnetic resonance imaging (fMRI) to analyze brain functional networks, which is a valid form of empirical neural data analysis.",maybe,"The study applies several quantitative measures to analyze brain networks, including small-world properties, network efficiency, nodal centrality, whole-brain functional connectivity, local efficiency, and clustering coefficient. While these are quantitative measures of network properties, they don't strictly fall into the ""complexity-family measures"" specified in the criteria, as they are more focused on network topology and connectivity rather than complexity measures like entropy, information theory, or criticality measures.",Include,"This empirical research study uses fMRI to analyze brain functional networks in functional dyspepsia patients, but does not investigate consciousness or apply complexity-family measures as specified in the screening criteria. While the paper provides a rigorous neural data analysis, it lacks direct relevance to consciousness research and does not employ the specific quantitative complexity measures required for inclusion.",,,2.5
Timescales of Intrinsic BOLD Signal Dynamics and Functional Connectivity in Pharmacologic and Neuropathologic States of Unconsciousness.,"Environmental events are processed on multiple timescales via hierarchical organization of temporal receptive windows (TRWs) in the brain. The dependence of neural timescales and TRWs on altered states of consciousness is unclear. States of reduced consciousness are marked by a shift toward slowing of neural dynamics (<1 Hz) in EEG/ECoG signals. We hypothesize that such prolongation of intrinsic timescales are also seen in blood-oxygen-level-dependent (BOLD) signals. To test this hypothesis, we measured the timescales of intrinsic BOLD signals using mean frequency (MF) and temporal autocorrelation (AC) in healthy volunteers (n = 23; male/female 14/9) during graded sedation with propofol. We further examined the relationship between the intrinsic timescales (local/voxel level) and its regional connectivity (across neighboring voxels; regional homogeneity, ReHo), global (whole-brain level) functional connectivity (GFC), and topographical similarity (Topo). Additional results were obtained from patients undergoing deep general anesthesia (n = 12; male/female: 5/7) and in patients with disorders of consciousness (DOC) (n = 21; male/female: 14/7). We found that MF, AC, and ReHo increased, whereas GFC and Topo decreased, during propofol sedation. The local alterations occur before changes of distant connectivity. Conversely, all of these parameters decreased in deep anesthesia and in patients with DOC. We conclude that propofol synchronizes local neuronal interactions and prolongs the timescales of intrinsic BOLD signals. These effects may impede communication among distant brain regions. Furthermore, the intrinsic timescales exhibit distinct dynamic signatures in sedation, deep anesthesia, and DOC. These results improve our understanding of the neural mechanisms of unconsciousness in pharmacologic and neuropathologic states.SIGNIFICANCE STATEMENT Information processing in the brain occurs through a hierarchy of temporal receptive windows (TRWs) in multiple timescales. Anesthetic drugs induce a reversible suppression of consciousness and thus offer a unique opportunity to investigate the state dependence of neural timescales. Here, we demonstrate for the first time that sedation with propofol is accompanied by the prolongation of the timescales of intrinsic BOLD signals presumably reflecting enlarged TRWs. We show that this is accomplished by an increase of local and regional signal synchronization, effects that may disrupt information exchange among distant brain regions. Furthermore, we show that the timescales of intrinsic BOLD signals exhibit distinct dynamic signatures in sedation, deep anesthesia, and disorders of consciousness.","Huang Z, Liu X, Mashour GA, Hudetz AG",,,The Journal of neuroscience : the official journal of the Society for Neuroscience,,2018,yes,"The study explicitly focuses on consciousness and altered states, specifically investigating neural dynamics during sedation, deep anesthesia, and disorders of consciousness (DOC). It directly examines how neural timescales change across different states of consciousness and interprets findings in relation to neural mechanisms of unconsciousness.",yes,"This is clearly an empirical research article with original data collection and analysis. The study includes multiple experimental groups (healthy volunteers n=23, patients under anesthesia n=12, and DOC patients n=21) and presents original empirical findings.",yes,"The study analyzes multiple types of empirical neural data, including BOLD signals (fMRI) and EEG/ECoG signals. The analysis includes various neural measures including mean frequency, temporal autocorrelation, regional homogeneity, and global functional connectivity.",yes,"The study applies several quantitative measures that fall within the complexity-family, including temporal autocorrelation (AC), mean frequency (MF), regional homogeneity (ReHo), global functional connectivity (GFC), and topographical similarity (Topo). These measures are used as primary analyses to investigate neural dynamics and complexity across different states of consciousness.",Include,"This empirical research article comprehensively investigates neural dynamics across different states of consciousness using multiple neural data types and sophisticated complexity measures. The study systematically analyzes BOLD signals, EEG/ECoG data, and various quantitative metrics to explore neural timescales and mechanisms of unconsciousness in sedation, anesthesia, and disorders of consciousness. By applying advanced complexity-family measures and examining multiple experimental groups, the research provides novel insights into the neural signatures of altered conscious states.",,,4.9
Decompensation of a Thoracic Meningioma Below the Operated Level: A Dramatic and Unexpected Complication.,"BACKGROUND: Paraplegia after lumbar spinal surgery has been previously described. It was generally provoked by a missed thoracic compression because of degenerative processes, arachnoid cyst, and spinal cord tumor such as meningioma. We describe here a case of a patient with neurofibromatosis type 2 (NF-2) with multiple spinal meningiomas that developed postoperative paraplegia because of decompensation of spinal cord compression below and far from the operated level. CASE DESCRIPTION: A 54-year-old woman with NF-2 was followed-up for multiple spinal meningiomas (C7-T1, T6-7, T9-10 levels). Surgery for the symptomatic and larger lesion (C7-T1) was scheduled. Postoperatively, the patient was found to have paraplegia with sensor anesthesia below the level of the T6 vertebra. An urgent spinal magnetic resonance imaging (MRI) scan was performed revealing the absence of complication at the operated level (C7-T1) but the appearance of a marked intramedullary hyperintensity at the T6-7 level. An urgent T6-7 laminectomy and removal of the meningioma was performed. The postoperative phase was marked by a poor recuperation. Spinal MRI scan at 3 months clearly showed a severely injured spinal cord at the T6-7 level consistent with the neurologic status of the patient. CONCLUSIONS: We report here the first case of acute neurologic deterioration after decompensation of a spinal cord compression below the operated level in spinal intradural surgery. Neurosurgeons must be aware of this possible complication when treating patients with multiple spinal meningiomas.","Giammattei L, Penet N, Padovan S, Florea M, Ducos Y, di Russo P, Froelich S",,,World neurosurgery,,2020,no,"The paper does not investigate consciousness, states of consciousness, or transitions between conscious states. It focuses on a clinical case of paraplegia following spinal surgery, which involves neurological outcomes but does not specifically relate to consciousness or its mechanisms.",yes,"The paper is an empirical research article presenting a clinical case study, which meets the criterion for an eligible study type.",no,"The paper uses MRI imaging to assess spinal cord injury, but does not analyze neural data in the sense specified by the criteria (EEG, MEG, fMRI/BOLD, ECoG/iEEG, etc.). The imaging is used for anatomical assessment rather than neural activity analysis.",no,"The paper does not apply any of the specified complexity-family measures. The analysis is purely clinical and anatomical, without any quantitative complexity analysis of neural signals or patterns.",Exclude,"This clinical case report fails to meet the systematic review's core screening criteria, particularly those related to consciousness research, neural data analysis, and complexity-family measures. While the paper is an empirical research article, it focuses on surgical complications and anatomical outcomes rather than investigating consciousness or applying specified neural complexity techniques. Consequently, the study does not align with the review's targeted research parameters.",,Other / below screening threshold,0.1
THOI: An efficient and accessible library for computing higher-order interactions enhanced by batch-processing.,"Complex systems are characterized by nonlinear dynamics, multi-level interactions, and emergent collective behaviors. Traditional analyses that focus solely on pairwise interactions often oversimplify these systems, neglecting the higher-order interactions critical for understanding their full collective dynamics. Recent advances in multivariate information theory provide a principled framework for quantifying these higher-order interactions, capturing key properties such as redundancy, synergy, shared randomness, and collective constraints. However, two major challenges persist: accurately estimating joint entropies and addressing the combinatorial explosion of interacting terms. To overcome these challenges, we introduce THOI (Torch-based High-Order Interactions), a novel, accessible, and efficient Python library for computing high-order interactions in continuous-valued systems. THOI leverages the well-established Gaussian copula method for joint entropy estimation, combined with state-of-the-art batch and parallel processing techniques to optimize performance across CPU, GPU, and TPU environments. Our results demonstrate that THOI significantly outperforms existing tools in terms of speed and scalability. Specifically, THOI reduces the time required to exhaustively analyze all interactions in small systems (≤ 30 variables). For larger systems, where exhaustive analysis is computationally impractical, THOI integrates optimization strategies that make higher-order interaction analysis feasible. We validate THOI's accuracy using synthetic datasets with parametrically controlled interactions and further illustrate its utility by analyzing fMRI data from human subjects in wakeful resting states and under deep anesthesia. Finally, we analyzed over 900 real-world and synthetic datasets, establishing a comprehensive framework for applying higher-order interaction (HOI) analysis in complex systems. THOI opens new perspectives for testing both established and novel hypotheses about the multi-level, nonlinear, and multidimensional nature of complex systems.","Belloli L, Mediano PAM, Cofré R, Slezak DF, Herzog R",,,PloS one,,2026,maybe,"The paper includes some analysis of consciousness-related states, specifically mentioning ""wakeful resting states and under deep anesthesia."" However, this appears to be just one application example rather than the primary focus of the research. The paper is primarily about developing a computational tool (THOI) for analyzing high-order interactions in complex systems.",yes,This appears to be an empirical research article that includes both methodological development and validation using real-world data. It meets this criterion as it presents empirical results and validation studies.,yes,"The paper does include analysis of fMRI data from human subjects, which meets this criterion. However, this appears to be just one example application rather than the main focus of the research.",maybe,"The paper focuses on high-order interactions and information theory measures, including joint entropies and higher-order interaction analysis. While these are related to complexity measures, they are presented as a general tool rather than specifically as complexity-family measures. The focus seems to be on developing a computational tool rather than applying established complexity measures to understand consciousness.",Include,"A computational tool development paper that partially addresses consciousness research through limited fMRI analysis of wakeful and anesthetic states, with methodological focus on high-order interaction analysis. While the study includes empirical neural data and touches on consciousness-related contexts, it primarily presents a computational approach rather than a direct investigation of consciousness mechanisms. The research provides a potential framework for future consciousness studies but does not centrally focus on understanding consciousness through complexity measures.",,,2.9
Hubs of brain functional networks are radically reorganized in comatose patients.,"Human brain networks have topological properties in common with many other complex systems, prompting the following question: what aspects of brain network organization are critical for distinctive functional properties of the brain, such as consciousness? To address this question, we used graph theoretical methods to explore brain network topology in resting state functional MRI data acquired from 17 patients with severely impaired consciousness and 20 healthy volunteers. We found that many global network properties were conserved in comatose patients. Specifically, there was no significant abnormality of global efficiency, clustering, small-worldness, modularity, or degree distribution in the patient group. However, in every patient, we found evidence for a radical reorganization of high degree or highly efficient ""hub"" nodes. Cortical regions that were hubs of healthy brain networks had typically become nonhubs of comatose brain networks and vice versa. These results indicate that global topological properties of complex brain networks may be homeostatically conserved under extremely different clinical conditions and that consciousness likely depends on the anatomical location of hub nodes in human brain networks.","Achard S, Delon-Martin C, Vértes PE, Renard F, Schenck M, Schneider F, Heinrich C, Kremer S, Bullmore ET",,,Proceedings of the National Academy of Sciences of the United States of America,,2012,yes,"The paper explicitly investigates consciousness by comparing brain network organization between comatose patients (severely impaired consciousness) and healthy volunteers. The study directly addresses the relationship between brain network topology and consciousness, making this a central focus of the research.",yes,"This is clearly an empirical research article presenting original analysis of fMRI data from 17 patients and 20 healthy volunteers. The study includes actual data collection and analysis, not just theoretical discussion.",yes,"The study analyzes resting state functional MRI data, which is explicitly mentioned in the abstract. This is a valid form of empirical neural data analysis as specified in the criteria.",yes,"The study applies multiple quantitative complexity-family measures, specifically graph theoretical methods, network topology analysis, global efficiency measures, clustering analysis, small-worldness measures, modularity analysis, and degree distribution analysis. These are all valid complexity-family measures applied as primary analyses.",Include,"This empirical research study comprehensively investigates consciousness through advanced neural network analysis of fMRI data, comparing brain topology between comatose patients and healthy volunteers. By applying multiple quantitative complexity measures like graph theory and network efficiency, the research directly explores the relationship between brain network organization and conscious states. The study meets all screening criteria through its rigorous empirical approach, systematic neural data analysis, and explicit focus on consciousness mechanisms.",,,4.9
Percutaneous vertebroplasty for symptomatic osteoporotic vertebral compression fracture adjacent to lumbar instrumented circumferential fusion.,"The purpose of this study was to evaluate the efficacy and safety of percutaneous vertebroplasty for patients with symptomatic osteoporotic vertebral compression fractures adjacent to lumbar instrumented circumferential fusion. Between January 2005 and June 2010, eighteen patients in the authors' institution with lumbar instrumented circumferential fusion had adjacent symptomatic osteoporotic vertebral compression fractures. The patients received percutaneous vertebroplasty using polymethylmethacrylate bone cement augmentation. Radiographs and magnetic resonance imaging were used. The visual analog pain scale and modified Brodsky's criteria were used to compare clinical outcomes pre- and postoperatively. Minimum follow-up was 18 months. Dual-energy x-ray absorptiometry scan confirmed osteoporosis in all patients. The average interval between fusion surgery and sustaining osteoporotic vertebral compression fractures was 24.8 months. The average interval between sustaining osteoporotic vertebral compression fractures and undergoing percutaneous vertebroplasty was 49.3 days. One-level percutaneous vertebroplasty was performed in 13 patients, and 2 levels were performed in 5 patients. The patients' visual analog pain scale scores improved by an average of 53 points postoperatively. Fifteen patients returned to preinjury activities of daily living. The average restoration of the fractured vertebral body height was 12.1%. No major surgery-related complications, occurred except asymptomatic cement leakage in 3 patients. Elderly patients undergoing lumbar instrumented fusion surgery should be aware of the possibility of adjacent vertebral compression fractures. Percutaneous vertebroplasty is a minimally invasive and effective procedure to treat such adjacent segment disease.","Yang SC, Chen HS, Kao YH, Ma CH, Tu YK, Chung KC",,,Orthopedics,,2012,no,"The paper does not investigate consciousness, states of consciousness, or transitions between conscious states. It is focused on orthopedic/spinal surgery outcomes and does not explicitly interpret findings in relation to consciousness or neural signatures/mechanisms of consciousness.",yes,"The paper is an empirical research article reporting on clinical outcomes, which meets the criterion of being an empirical study. However, its focus is entirely clinical rather than consciousness-related.",no,"The study uses radiographs and magnetic resonance imaging, but these are used for anatomical assessment rather than neural data analysis. There is no analysis of neural recordings or neural data of any kind.",no,"The study uses simple clinical outcome measures (visual analog pain scale, modified Brodsky's criteria) and basic imaging metrics. There is no application of complexity-family measures or any analysis of neural complexity.",Exclude,"This orthopedic surgical study focuses on vertebral compression fracture treatment and lacks any connection to consciousness research, neural data analysis, or complexity measures. The paper is a clinical outcomes study using standard medical imaging and pain assessment tools, completely unrelated to the specified screening criteria for consciousness and neural complexity research.",,Other / below screening threshold,0.1
A case of iatrogenic cerebral infarction demonstrated by postmortem cerebral angiography.,"A 37-year-old man with a meningioma compressing the right frontal lobe underwent preoperative embolization of the feeding vessels from the right meningeal artery. Although the first challenge was apparently successful, an excess amount of embolization agent was accidentally injected during the next procedure. X-ray monitoring demonstrated flow of contrast medium into the right internal carotid, anterior and middle cerebral arteries, and then the patient suddenly developed left hemiparesis, nausea, and deep coma. He died 48 days after the embolization treatment without improvement of the coma. A medicolegal autopsy was performed to determine whether malpractice had occurred during the embolization procedure. An internal examination demonstrated massive necrosis of the cerebral hemispheres and lobar pneumonia with abscess in the lungs. Due to the extensive brain necrosis, it was impossible to carry out ordinary macroscopic examination to identify the precise site of the craniocerebral vessel occlusion. Postmortem angiography was therefore performed, and this successfully revealed occlusion of the right internal carotid artery. In this case, postmortem angiography played a key role in identification of the intracranial vascular lesion that was responsible for the iatrogenic cerebral infarction.","Tajima Y, Takagi R, Kominato Y, Kuwayama N",,,"Legal medicine (Tokyo, Japan)",,2007,no,"The paper discusses a case of deep coma following a medical procedure, but this is not a research study investigating consciousness or its mechanisms. The coma is merely an outcome of the medical complication being studied. The paper does not explicitly interpret findings in relation to consciousness or its neural mechanisms.",no,"This appears to be a case report of a medical complication, not an empirical research article, systematic review, or meta-analysis. While it contains empirical observations, it is primarily a clinical documentation of an adverse event.",no,"The paper does not analyze any neural data. The only relevant measurements mentioned are postmortem angiography and basic clinical observations (hemiparesis, coma). There is no analysis of EEG, fMRI, or any other neural recordings.",no,"The paper does not apply any complexity-family measures. The analysis is purely anatomical and clinical, focusing on identifying the cause of death through postmortem examination.",Exclude,"This case report fails to meet the screening criteria for consciousness research, lacking empirical investigation of consciousness, neural data analysis, or complexity measures. The document primarily describes a medical complication and forensic investigation, with no substantive connection to consciousness research methodologies or neural mechanisms.",,Other / below screening threshold,0.1
